"business_name","business_address","business_city","business_state","business_zip","contact_name","primary_phone","email_address","major_field_of_operation","commodity_code_description"
"JAMES R. IENTILE, INC.","28 VANDERBURG RD","MARLBORO","NJ","7746","SANDRA IENTILE","(732)303-0637","SIENTILE@JRIENTILE.COM","HEAVY CONSTRUCTION, SITE DEVELOPMENT AND UTILITIES INSTALLATION. INCLUDING GRADING, EXCAVATING, SANITARY AND STORM SEWER SYSTEMS, WATER, PAVING, CURBING, SIDEWALKS, CONCRETE WORK, SITE RESTORATION","ROAD AND HIGHWAY EQUIPMENT: EARTH HANDLING, GRADING, MOVING, PACKING, ETC.  |  ATHLETIC FACILITY CONSTRUCTION  |  SITE WORK (INCL. SITE CLEAN-UP)  |  CONSTRUCTION, GENERAL: BACKFILL SERVICES, DIGGING, DITCHING, ROAD GRADING, ROCK STABILIZATION, ETC.  |  EXCAVATION SERVICES  |  CONSTRUCTION SERVICES, HEAVY, INCLUDING MAINTENANCE AND REPAIR SERVICES  |  CONSTRUCTION, HIGHWAY AND ROAD  |  CONSTRUCTION, SEWER AND STORM DRAIN  |  CONSTRUCTION, STREETS, MAJOR AND RESIDENTIAL, INCLUDING RECONSTRUCTION  |  CONSTRUCTION, UTILITY AND UNDERGROUND PROJECTS  |  CONSTRUCTION, WATER SYSTEM, PLANTS, MAIN AND SERVICE LINE"
"PUENTE-ROMER COMMUNICATIONS, INC. (AKA) STUDIO042","423 BLOOMFIELD AVE, FIRST FRONT","MONTCLAIR","NJ","7042","PILAR KENNEDY","(973)509-7591","QUALITY@STUDIO042.COM","OQUICK COPY SHOP","POSTERS AND PRINTS, NOT ORIGINALS  |  ARCHITECTURAL AND ENGINEERING SERVICES, NON-PROFESSIONAL  |  COMMUNICATIONS MARKETING SERVICES  |  BLUE PRINTING SERVICES: BLUE PRINTS, BLUE LINE, LARGE ENGINEERING  |  GRAPHIC DESIGN SERVICES FOR PRINTING  |  PRINTING AND TYPESETTING SERVICES  |  BUSINESS CARDS PRINTING  |  COPYING SERVICE, REPRODUCTION  |  DECAL PRINTING  |  DIGITAL PRINTING  |  OFFSET PRINTING, GENERAL, SMALL PRESS WORK (QUAN. UP TO 25,000), ONE OR MORE COLORS, NO 4 COLOR PROCESSES OR LARGE SOLIDS OR CLOSE REGISTRATION; UP TO 11 X 17 IN.: BROCHURES, NEWSLETTERS, COVERS, POSTERS, ETC.  |  PRINT-ON-DEMAND PRINTING SERVICES, INCLUDING PRINT AND DISTRIBUTE SERVICES"
"ENVIRONMENTAL COMPLIANCE MONITORING, INC. (AKA) ECM","349 US HIGHWAY 206","HILLSBOROUGH","NJ","8844","THOMAS GRENCI","(908)874-0990","TG-ECM@ATT.NET","ENVIRONMENTAL CONSULTING AND TESTING SERVICES.","ENVIRONMENTAL CONSULTING  |  ENVIRONMENTAL AND ECOLOGICAL SERVICES  |  AIR POLLUTION CONTROL SERVICES, INCLUDING DATA COLLECTION RESEARCH AND DEVELOPMENT, ETC.  |  ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED)  |  REMEDIATION SERVICES, ENVIRONMENTAL, INCLUDING REHABILITATION SERVICES HAZARDOUS WASTE AND MOLD REMEDIATION  |  MANAGEMENT AND OPERATION SERVICES  |  ENVIRONMENTAL IMPACT STUDIES  (INACTIVE, PLEASE SEE COMMODITY CODE 918-43 EFFECTIVE JANUARY 1, 2016)  |  LABORATORY AND FIELD TESTING SERVICES, INCLUDING HAZARDOUS WASTE, (NOT OTHERWISE CLASSIFIED)  |  CHEMICAL LABORATORY SERVICES  |  WELL SERVICES, INCLUDING OIL, GAS, AND WATER): DRILLING, PLUGGING, CONSULTING, MAINTENANCE, REPAIR, ETC.  |  LABORATORY EQUIPMENT AND ACCESSORIES, SPECIALIZED, RENTAL OR LEASE: BIOCHEMISTRY, BIOLOGY, ETC.  |  SOIL SAMPLING AND PREPARATION SERVICES  |  WATER SAMPLING AND ANALYSIS SERVICES"
"ENVIRONMENTAL STRATEGIES & APPLICATIONS, INC.","495 UNION AVE  , STE 1D","MIDDLESEX","NJ","8846","CHRISTOPHER MARTELL","(732)469-8888","CMARTELL@ASKESA.COM","ESA PERFORMS ENVIRONMENTAL DUE DILIGENCE, REMEDIATION, AND CONSULTING SERVICES IN THE PRIVATE AND PUBLIC SECTORS.","BARLEY  |  CONSULTING SERVICES  |  ENVIRONMENTAL CONSULTING  |  ENVIRONMENTAL AND ECOLOGICAL SERVICES  |  AUDITING SERVICES, ENVIRONMENTAL  |  IMPACT STUDIES, ENVIRONMENTAL  |  PERMITTING SERVICES, ENVIRONMENTAL  |  REMEDIATION SERVICES, ENVIRONMENTAL, INCLUDING REHABILITATION SERVICES HAZARDOUS WASTE AND MOLD REMEDIATION  |  SAFETY SERVICES, ENVIRONMENTAL  |  SITE ASSESSMENT, ENVIRONMENTAL  |  SUBSURFACE TESTING, ENVIRONMENTAL  |  ENVIRONMENTAL IMPACT STUDIES  (INACTIVE, PLEASE SEE COMMODITY CODE 918-43 EFFECTIVE JANUARY 1, 2016)"
"ADVANCED IMAGING CONCEPTS, INC.","15 TAMARACK CIRCLE","SKILLMAN","NJ","8558","SCOTT BERMAN","(609)921-3629","SBERMAN@AIC-IMAGECENTRAL.COM","DIUGITAL IMAGING SYSTEMS FOR LIFE SCIENCE RESEARCH","LAMPS, SCIENTIFIC INSTRUMENT: MICROSCOPE, OSCILLOSCOPE, ETC.  |  LABORATORY EQUIPMENT, ACCESSORIES AND SUPPLIES: GENERAL ANALYTICAL AND RESEARCH FOR NUCLEAR, OPTICAL, AND PHYSICAL  |  MICROSCOPE ACCESSORIES: ADAPTERS, CONDENSERS, FILTERS, ILLUMINATORS, LENSES, ETC., LABORATORY"
"MECHANICAL SYSTEMS SERVICE, INC. (AKA) MECHANICAL SYSTEMS SERVICE","1209 KENNEDY BLVD","MANVILLE","NJ","8835","KELLY TODD","(908)575-7700","K.TODD@MECHSYSTEM.NET","INDUSTRIAL HVAC","AIR CONDITIONING, HEATING, AND VENTILATING EQUIPMENT, PARTS AND ACCESSORIES  |  AIR CONDITIONERS SYSTEMS, COMMERCIAL AND INDUSTRIAL, INCLUDING PARTS AND ACCESSORIES, (NOT OTHERWISE CLASSIFIED)  |  CONTROLS, LIMIT SWITCHES, RELAYS, THERMOSTATS, GAS VALVES, ETC.  |  CONTROL SYSTEMS: COMPLETE, AUTOMATIC TEMPERATURE CONTROL  |  COOLING TOWERS, FORCED AIR, GRAVITY, ETC.  |  VENT PIPES, FITTINGS, AND ACCESSORIES  |  ENERGY COMPUTERIZED CONTROL SYSTEMS:  HVAC, LIGHTING, UTILITIES, ETC. COMBINATION  |  CONDENSING UNITS  |  GASKETS AND FELTS, REFRIGERATION EQUIPMENT  |  REFRIGERATION TUBING AND FITTINGS  |  REFRIGERATORS AND FREEZERS, COMMERCIAL  |  AFTER-COOLERS AND CONDENSERS  |  A.S.M.E. CODE TANKS  |  BOILERS, LOW PRESSURE  |  BOILER TUBES  |  BURNERS, GAS AND OIL  |  CHEMICAL FEED SYSTEMS (SEE CLASS 720 FOR PROPORTIONING PUMPS)  |  COILS, STEAM HEATING  |  CONDENSATE RETURN SYSTEMS: VACUUM HEAT PUMPS, WET VACUUM PUMPS, ETC.  |  HEATING, AIR CONDITIONING, AND VENTILATION MAINTENANCE, REPAIR AND INSTALLATION SERVICES  |  REFRIGERATION EQUIPMENT MAINTENANCE AND REPAIR  |  MISCELLANEOUS SERVICES, NO. 1 (NOT OTHERWISE CLASSIFIED)"
"A & B UNDERCAR REPAIR INC. (AKA) AUTO REPAIR","700 TONNELE AVE","JERSEY CITY","NJ","7307","HASSAN ABU BAKR","(201)659-3551","HABUBAKR700@GMAIL.COM","THE COMPANY OPEN 1989 DOING GENERAL AUTOMOTIVE REPAIRS , PRIVATE INSPECTION STATION & TOWING","AIR BAGS, AUTOMOTIVE  |  CONSOLES, POLICE, AUTOMOBILES (INCLUDES CONTROLS FOR P.A., SIRENS, WARNING DEVICES)  |  GAUGES, AUTOMOTIVE, INCLUDING SPEEDOMETERS  |  GRILLE GUARDS AND CRASH CUSHIONS, AUTOMOTIVE  |  HEADLIGHTS, LAMPS, AUTOMOTIVE, INCLUDING PARTS AND ACCESSORIES  |  AUTOMOTIVE AND TRAILER EQUIPMENT AND PARTS  |  BRAKE ADJUSTERS  |  BRAKES, ELECTRIC CONTROLLER  |  BRAKE FLUID, HYDRAULIC  |  ENGINES, DIESEL, INCLUDING REPLACEMENT PARTS, AUTOMOTIVE  |  TRANSMISSIONS, STANDARD AND AUTOMATIC, INCLUDING CLUTCH ASSEMBLIES AND PARTS  |  RECYCLED AUTOMOTIVE BODIES, INCLUDING PARTS AND ACCESSORIES  |  DIAGNOSTIC INSTRUMENT SYSTEM, EMISSION TESTING, AUTOMOTIVE  |  FUEL, OIL, GREASE AND LUBRICANTS  |  OIL, AUTOMOTIVE ENGINE  |  PAINT, AUTOMOTIVE AND MACHINERY  |  EQUIPMENT MAINTENANCE AND REPAIR SERVICES FOR AUTOMOBILES, TRUCKS, TRAILERS, TRANSIT BUSES AND OTHER VEHICLES  |  AUTOMOBILE AND OTHER PASSENGER VEHICLES MAINT. AND REPAIR (NOT OTHERWISE CLASSIFIED)"
"TRI-COUNTY TERMITE & PEST CONTROL INC.","189 DELAWARE AVE","CARNEYS POINT","NJ","8069","NICOLE GUEVREMONT","(856)299-6531","BIBEAUN@TCPCONTROL.COM","PEST CONTROL SERVICES","PEST CONTROL SERVICES: TERMITE INSPECTION AND CONTROL, BIRD PROOFING, ANIMAL TRAPPING, RODENT CONTROL, EXTERMINATING AND FUMIGATION"
"SCOTT TESTING INC.","604 NEW YORK AVE","TRENTON","NJ","8638","ALEX MCKAY","(609)393-3400","ALEX@SCOTTTESTING.COM","ELECTRICAL TESTING","ELECTRONIC AND ELECTRICAL CABLE TESTING SERVICES"
"GARY KUBIAK AND SON ELECTRIC, INC.","12 SHARON ROAD","ROBBINSVILLE","NJ","8691","MICHAEL DENTICI","(609)259-8600","GKU16@AOL.COM","COMMERCIAL AND INDUSTRIAL ELECTRICAL CONSTRUCTION","ELECTRICAL"
"MONMOUTH WIRE RECYCLING CO., INC. (AKA) MONMOUTH WIRE & COMPUTER RECYCLING, INC.","3250 SHAFTO RD","TINTON FALLS","NJ","7753","CHRISTOPHER MASSARO","(732)922-3320","SALMASSARO@COMPUTERRECLAMATION.COM","ELECTRONICS RECYCLING, DATA DESTRUCTION, IT ASSET MANAGEMENT","AGRICULTURAL CROPS AND GRAINS, PURCHASED LOCALLY  |  BARLEY  |  MICROCOMPUTERS, LAPTOP, NOTEBOOK AND TABLETS  |  DATA PROCESSING, COMPUTER, PROGRAMMING, AND SOFTWARE SERVICES  |  RECYCLING SERVICES  |  COMPUTERS, MICRO, RENTAL OR LEASE"
"ELECTRONIC MEASUREMENT LABORATORIES INC.","668 EASTON AVE","SOMERSET","NJ","8873","DENISE RUSSO","(732)846-4029","DENISE@EMLINC.COM","SALES & SERVICE OF GAS DETECTION, FALL SAFETY & PPE","GAS DETECTION AND MONITORING EQUIPMENT, FIREMEN  |  FIRST AID AND SAFETY EQUIPMENT AND SUPPLIES, EXCEPT NUCLEAR AND WELDING  |  GLOVES, SAFETY: ELECTRICIAN'S, LINEMAN'S, ETC., INCLUDING SLEEVES  |  REFLECTIVE SAFETY APPAREL AND ACCESSORIES (SEE 345-08 FOR NON-REFLECTIVE TYPE)  |  VEST, SAFETY  |  EQUIPMENT MAINTENANCE AND REPAIR SERVICES FOR GENERAL EQUIPMENT  |  TESTING AND CALIBRATION SERVICES"
"VIDEO CAMERA RECORDING COMPANY (AKA) GELLMAN IMAGES","638 FORT PLAINS ROAD, 638 FORT PLAINS ROAD","HOWELL","NJ","7731","GARY GELLMAN","(732)804-2057","GARY@GELLMANIMAGES.COM","THE FIRM PROVIDES GOVERNMENTAL PHOTOGRAPHY, VIDEO PRODUCTION AND CONSULTING SERVICES.  DRONE SERVICES ARE ALSO PROVIDED FOR REAL ESTATE AND SEARCH AND RESCUE PURPOSES.","TELEVISION EQUIPMENT AND ACCESSORIES"
"CHAPMAN, INC. (AKA) CHAPMAN ENVIRONMENTAL SERVICES","1 INDUSTRIAL WAY W., BLDG D, SUITE F","EATONTOWN","NJ","7724","RICHARD VERDON","(615)426-7342","PSESSOCK@CHAPMANES.COM","CHAPMAN ENVIRONMENTAL SERVICES PROVIDES ENVIRONMENTAL MANAGEMENT & CONSULTING SERVICES: REGULATORY & PERMITTING COMPLIANCE, WATER & WASTEWATER TREATMENT, AIR QUALITY MONITORING, AST AND UST COMPLIANCE & FIELD SAMPLING & REPORTING SERVICES.","INSULATION, MAGNESIA, BLOCKS, SHEETS, ETC.  |  MAINTENANCE AND REPAIR, WASTEWATER TREATMENT PLANT  |  CONSULTING SERVICES  |  ENGINEERING CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 907-40 EFFECTIVE JANUARY 1, 2016)  |  ENVIRONMENTAL CONSULTING  |  SEWAGE COLLECTION, TREATMENT, AND DISPOSAL ENGINEERING  |  ENVIRONMENTAL AND ECOLOGICAL SERVICES  |  AIR POLLUTION CONTROL SERVICES, INCLUDING DATA COLLECTION RESEARCH AND DEVELOPMENT, ETC.  |  AIR QUALITY MONITORING SERVICES  |  CONTAMINATED GROUNDWATER SERVICES, INCLUDING DISCHARGE PIPE INSTALLATION  |  CONTAMINATED SOIL SERVICES  |  ECOLOGICAL SERVICES  |  ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED)  |  OIL AND WATER SEPARATOR INSPECTION AND TESTING SERVICES  |  PERMITTING SERVICES, ENVIRONMENTAL  |  REMEDIATION SERVICES, ENVIRONMENTAL, INCLUDING REHABILITATION SERVICES HAZARDOUS WASTE AND MOLD REMEDIATION  |  SOIL, SOIL VAPOR AND GROUNDWATER SAMPLING AND ANALYSIS, INCLUDING DISPOSAL  |  STORM WATER DISCHARGE TESTING SERVICES  |  SUBSURFACE TESTING, ENVIRONMENTAL  |  TESTING AND MONITORING SERVICES, AIR, GAS, AND WATER  |  WATER POLLUTION SERVICES  |  BUILDING AND FACILITIES MANAGEMENT SERVICES  |  WASTE MANAGEMENT SERVICES  |  WATER SUPPLY PLANT OPERATING AND MONITORING SYSTEM SERVICES, INCLUDING WATER RESOURCES DEVELOPMENT AND WATER QUALITY MANAGEMENT SERVICES  |  WASTEWATER TREATMENT PLANT, OPERATIONS, AND TESTING  |  WATER AND WASTEWATER TREATMENT SERVICES"
"WAYNE ADVERTISING AGENCY, INC. (AKA) LOUMARC SIGNS","178 US HIGHWAY 206, SUITE A","HILLSBOROUGH","NJ","8844","LARRY GLIOZZI","(908)575-4000","LGLIOZZI@LOUMARCSIGNS.COM","HIGH END CUSTOM SIGN COMPANY. WE DESIGN, PRODUCE AND INSTALL ALL TYPES OF INDOOR AND OUTDOOR SIGNS. WE PROCESS PERMIT PAPERWORK. WE OFFER WRITTEN GUARANTEES.","SIGNAGE, ADVERTISING TYPE, INTERIOR AND EXTERIOR  |  SIGNS, SIGN MATERIALS, SIGN MAKING EQUIPMENT, AND RELATED SUPPLIES"
"T.O. NAJARIAN ASSOCIATES, INC. (AKA) NAJARIAN ASSOCIATES","1 INDUSTRIAL WAY WEST , BUILDING D, SUITE H","EATONTOWN","NJ","7724","TAVIT NAJARIAN","(732)389-0220","CAROL@NAJARIAN.COM","NAJARIAN ASSOCIATES IS A CIVIL, ENVIRONMENTAL ENGINEERING AND SURVEYING 
CONSULTING FIRM.","FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  FERTILIZER DISTRIBUTOR PARTS  |  GEOGRAPHIC INFORMATION SYSTEMS (GIS)  |  CONSULTING SERVICES  |  ENGINEERING CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 907-40 EFFECTIVE JANUARY 1, 2016)  |  ENVIRONMENTAL CONSULTING  |  ENGINEERING SERVICES, PROFESSIONAL  |  CIVIL ENGINEERING  |  DAM ENGINEERING  |  DRAINAGE ENGINEERING  |  EARTHQUAKE-SEISMIC ENGINEERING  |  ENVIRONMENTAL ENGINEERING  |  ENGINEERING SERVICES (NOT OTHERWISE CLASSIFIED)  |  GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION ENGINEERING  |  GEOLOGICAL ENGINEERING  |  GEOTECHNICAL ENGINEERING  |  HARBORS, JETTIES. PIERS, DOCKS, MARINAS, SHIP TERMINAL FACILITIES ENGINEERING  |  HIGHWAYS, STREETS, AIRPORT PAY-PARKING LOTS ENGINEERING  |  HAZARDOUS WASTE ENGINEERING SERVICES, INCLUDING REMEDIAL INVESTIGATIONS AND FEASIBILITY STUDIES FOR WASTE SITES  |  INSPECTING, GENERAL ENGINEERING  |  IRRIGATION; DRAINAGE; FLOOD CONTROL ENGINEERING  |  LAND DEVELOPMENT AND PLANNING ENGINEERING  |  MUNICIPAL ENGINEERING  |  OCEAN ENGINEERING  |  POLLUTION CONTROL ENGINEERING  |  TRAFFIC AND TRANSPORTATION ENGINEERING  |  WASTE WATER TREATMENT ENGINEERING  |  WATER SUPPLY, TREATMENT, AND DISTRIBUTION ENGINEERING  |  ENVIRONMENTAL AND ECOLOGICAL SERVICES  |  NOISE TESTING SERVICES  |  PERMITTING SERVICES, ENVIRONMENTAL  |  PLANNING AND ADVISORY SERVICES, ENVIRONMENTAL  |  REMEDIATION SERVICES, ENVIRONMENTAL, INCLUDING REHABILITATION SERVICES HAZARDOUS WASTE AND MOLD REMEDIATION  |  SITE ASSESSMENT, ENVIRONMENTAL  |  SUBSURFACE TESTING, ENVIRONMENTAL  |  ENVIRONMENTAL IMPACT STUDIES  (INACTIVE, PLEASE SEE COMMODITY CODE 918-43 EFFECTIVE JANUARY 1, 2016)  |  GLOBAL POSITIONING SYSTEMS (GPS) SURVEYING SERVICES (INACTIVE, PLEASE SEE COMMODITY CODE 961-64 EFFECTIVE JANUARY 1, 2016)  |  MAPPING AND GEOGRAPHICAL INFORMATION SYSTEMS (GIS) SERVICES, INCLUDING CARTOGRAPHY AND SURVEYING SERVICES, NOT AERIAL, (SEE 920-33 FOR DIGITIZED MAPPING SERVICES AND 905-10 FOR AERIAL MAPPING AND SURVEY SERVICES)"
"H.B.C. COMPANY, INC.","131 WASHINGTON ST","LODI","NJ","7644","GERARD HOOGENDOORN","(973)777-4472","JHOOGENDOORN@HBCCO.COM","HBC IS A COMMERCIAL ELECTRICAL CONTRACTOR SPECIALIZING IN HIGHWAY, ROADWAY, INFRASTRUCTURE, AND AIRPORT WORK.","PAPER, CHEMICALS, AND SUPPLIES. THERMAL PROCESS COPYING MACHINES, (SEE 305-39 FOR DIAZO PROCESS COPY MACHINES)  |  CONSTRUCTION SERVICES, HEAVY, INCLUDING MAINTENANCE AND REPAIR SERVICES  |  ELECTRICAL  |  PUBLIC WORKS AND RELATED SERVICES"
"ENVIRONMENTAL RESOLUTIONS, INC. (AKA) ENVIRONMENTAL RESOLUTIONS, INC.","815 EAST GATE DRIVE, SUITE 103","MOUNT LAUREL","NJ","8054","RAKESH DARJI","(856)235-7170","RDARJI@ERINJ.COM","CIVIL ENGINEERS, ENVIRONMENTAL ENGINEERS, LAND PLANNERS, LANDSCAPE ARCHITECTS AND LAND SURVEYORS.","FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  LANDSCAPE, ARCHITECTURAL SERVICES  |  CONSULTING SERVICES  |  ENGINEERING CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 907-40 EFFECTIVE JANUARY 1, 2016)  |  ENVIRONMENTAL CONSULTING  |  FEASIBILITY STUDIES, CONSULTING  |  LANDSCAPING CONSULTING  |  URBAN PLANNING CONSULTING  |  ENGINEERING SERVICES, PROFESSIONAL  |  CIVIL ENGINEERING  |  DRAINAGE ENGINEERING  |  ENVIRONMENTAL ENGINEERING  |  INSPECTING, GENERAL ENGINEERING  |  LAND DEVELOPMENT AND PLANNING ENGINEERING  |  SANITARY ENGINEERING  |  SURVEYOR SERVICES, LAND  |  SEWAGE COLLECTION, TREATMENT, AND DISPOSAL ENGINEERING  |  TRAFFIC AND TRANSPORTATION ENGINEERING  |  WASTE WATER TREATMENT ENGINEERING  |  WATER SUPPLY, TREATMENT, AND DISTRIBUTION ENGINEERING  |  ENVIRONMENTAL AND ECOLOGICAL SERVICES  |  ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED)  |  IMPACT STUDIES, ENVIRONMENTAL  |  NOISE TESTING SERVICES  |  PERMITTING SERVICES, ENVIRONMENTAL  |  REMEDIATION SERVICES, ENVIRONMENTAL, INCLUDING REHABILITATION SERVICES HAZARDOUS WASTE AND MOLD REMEDIATION  |  SITE ASSESSMENT, ENVIRONMENTAL  |  WETLAND DELINEATIONS, INCLUDING ASSESSMENTS"
"PREMIER SEALANTS & COATINGS, INC.","410 ANDBRO DRIVE , UNIT #4","PITMAN","NJ","8071","LINDA HAMAN","(856)256-1111","LINANN2_53@MSN.COM","DISTRIBUTOR OF CONSTRUCTION PROEDUCTS","ADHESIVES AND CEMENTS, ACOUSTICAL TILE  |  CAULKING GUNS, PUTTY KNIVES, SCRAPERS, ETC.  |  CAULKING COMPOUNDS, BULK OR CARTRIDGE TYPE  |  PAINT, PROTECTIVE COATINGS, VARNISH, WALLPAPER, AND RELATED PRODUCTS, ENVIRONMENTALLY CERTIFIED BY AN AGENCY ACCEPTED CERTIFICATION ENTITY  |  ROOFING MATERIALS AND SUPPLIES"
"LUTZ ENVIRONMENTAL CO., INC.","2020 CLINTON ST","LINDEN","NJ","7036","HENRY LUTZ","(908)862-6633","HANK.LUTZ@LUTZTANKS.COM","WELL INSTALLATION AND DRILLING SERVICES / ENVIRONMENTAL CONSULTING AND REMEDIATION REGARDING USTS","HOPS  |  AIR COMPRESSORS AND ACCESSORIES  |  COMPRESSOR, BARE UNIT, NOT MOUNTED OR POWERED: 15 HP AND LESS  |  CULVERTS, CORRUGATED METAL, INCLUDING WELL CASING PIPE  |  CONTROLLING, INDICATING, MEASURING, MONITORING, AND RECORDING INSTRUMENTS AND SUPPLIES  |  POSITION MEASURING DEVICES, X-Y COORDINATES  |  WATER WELL DRILLING EQUIPMENT  |  PIPE, TUBING, AND ACCESSORIES, NOT FITTINGS  |  PIPE, FIBERGLASS  (INACTIVE, PLEASE SEE COMMODITY CODE 658-18 EFFECTIVE JANUARY 1, 2016)  |  PIPE, PVC (POLYVINYL CHLORIDE) (INACTIVE, PLEASE SEE COMMODITY CODE 658-56 EFFECTIVE JANUARY 1, 2016)  |  PIPE AND TUBING FITTINGS  |  WATER WELL ACCESSORIES: DRIVE POINTS, FOOT VALVES AND STRAINERS, LEATHER CUPS, SUCKER RODS, WELL CYLINDERS, ETC.  |  ROAD AND HIGHWAY ASPHALT AND CONCRETE HANDLING AND PROCESSING EQUIPMENT  |  CONCRETE AND MORTAR MIXERS  |  CORE DRILLING RIGS, INCLUDING PARTS AND ACCESSORIES  |  FIBERGLASS LINED TANKS  |  STEEL TANKS, SURFACE AND UNDERGROUND TYPE: GASOLINE, KEROSENE, ETC.  |  TESTING APPARATUS AND INSTRUMENTS, NOT FOR ELECTRICAL OR ELECTRONIC MEASUREMENTS  |  BORING, DRILLING, TESTING, AND SOUNDINGS SERVICES, INCLUDING CONCRETE CORING  |  HYDRAULIC PUSH PROBE, GEOPROBE SERVICES  |  BUILDING PERMIT SERVICES  |  WELL SERVICES, INCLUDING OIL, GAS, AND WATER): DRILLING, PLUGGING, CONSULTING, MAINTENANCE, REPAIR, ETC.  |  SAMPLING AND SAMPLE PREPARATION SERVICE, FOR TESTING  |  SOIL SAMPLING AND PREPARATION SERVICES  |  TESTING AND CALIBRATION SERVICES"
"AMER-COM CORP.","300 INTERPACE PWKY, BLDG C, SUITE 210A","PARSIPPANY","NJ","7054","RICHARD LEE","(973)402-6111","RLEE@AMERCOM.ORG","CIVIL ENGINEERING, CONSTRUCTION MANAGEMENT","FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  DESIGN SERVICES  |  DRAFTING SERVICES  |  ENGINEERING SERVICES, NON-LICENSED (NOT OTHERWISE CLASSIFIED), INCLUDING CONSULTING  |  GEOTECHNICAL - SOILS  |  BUILDINGS, STRUCTURES AND COMPONENTS CONSULTING  |  CONSTRUCTION CONSULTING  |  CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED)  |  GEOLOGICAL CONSULTING  |  SCIENTIFIC AND TECHNICAL CONSULTING  |  PROCUREMENT CONSULTING, INCLUDING SPECIFICATION DEVELOPMENT AND CONTRACT CONSULTING  |  TRAFFIC CONSULTING  |  TRANSPORTATION CONSULTING  |  UTILITIES: GAS, WATER, ELECTRIC CONSULTING  |  ENGINEERING SERVICES, PROFESSIONAL  |  CIVIL ENGINEERING  |  DAM ENGINEERING  |  EARTHQUAKE-SEISMIC ENGINEERING  |  ENGINEER SERVICES, PROFESSIONAL (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  ENGINEERING SERVICES (NOT OTHERWISE CLASSIFIED)  |  FOUNDATION ENGINEERING  |  GEOLOGICAL ENGINEERING  |  GEOTECHNICAL ENGINEERING  |  HIGHWAYS, STREETS, AIRPORT PAY-PARKING LOTS ENGINEERING  |  INSPECTING, GENERAL ENGINEERING  |  INSPECTING, STRUCTURAL ENGINEERING  |  CONSTRUCTION MANAGEMENT SERVICES"
"WINCHESTER ROOFING CORPORATION","8 DEMOCRAT WAY","GIBBSBORO","NJ","8026","JUNE MICHAEL","(856)256-8585","JUNE@WINCHESTERNJ.COM","ROOFING & BUILDING ENVELOPE","ROOFING MATERIALS AND SUPPLIES"
"THE KRYDON GROUP, INC.","900 N KINGS HIGHWAY, STE 208","CHERRY HILL","NJ","8034","JESUS ALVAREZ","(877)854-1342","INFO@DRYDON.COM","MANUFACTURER'S REP AND SYSTEMS INTEGRATOR","PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  FREIGHT AND CARGO CONTAINERS, SHIPPING, (SEE CLASS 640 FOR BOXES)  |  SHELTERS, INSULATED, FOR REMOTE EQUIPMENT  |  SHELTERS, NON-INSULATED  |  BATTERIES, COMPUTER AND PERIPHERAL, ENVIRONMENTALLY CERTIFIED PRODUCTS  |  BATTERIES, COMPUTER, PERIPHERAL AND UNIVERSAL POWER SUPPLY (UPS)  |  POWER SUPPLIES: SURGE PROTECTORS, UNINTERRUPTIBLE POWER SUPPLIES, SWITCHES, ETC.  |  PROJECT MANAGEMENT SOFTWARE, MICROCOMPUTER  |  PROJECT MANAGEMENT SOFTWARE, MAINFRAMES AND SERVERS  |  BATTERIES AND HARDWARE FOR ELECTRONIC EQUIPMENT, INCLUDING RECYCLED TYPES  |  POWER GENERATION EQUIPMENT, ACCESSORIES, AND SUPPLIES  |  SHELTERS, CARPORTS, PORTABLE BUILDINGS, ETC. MAINTENANCE AND REPAIR SERVICES  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED)  |  GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION ENGINEERING  |  BATTERIES, ALL TYPES"
