"business_name","business_address","business_city","business_state","business_zip","contact_name","primary_phone","email_address","major_field_of_operation","commodity_code_description"
"INSA MIDDLE TOWNSHIP LLC","48 N. 3RD STREET, UNIT 10","PHILADELPHIA","PA","19106","JOSEPH KELLEY","(215)219-8543","JKELLEY3@KELLEYLG.COM","TO OBTAIN A CLASS 5 CANNABIS RETAILER LICENSE FROM THE NEW JERSEY CANNABIS REGULATORY COMMISSION AND UPON OBTAINING SUCH LICENSE OPERATE A CLASS 5 CANNABIS RETAILER FACILITY CONSISTENT WITH THE TERMS AND CONDITIONS OF SUCH LICENSE.","MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)"
"NICO LANDSCAPING INCORPORATED","9947 GLOBAL ROAD","PHILADELPHIA","PA","19115","ANGELA NICASTRO","(215)464-4088","NICOLANDSCAPING@COMCAST.NET","COMMERCIAL LANDSCAPING","MISCELLANEOUS SERVICES, NO. 1 (NOT OTHERWISE CLASSIFIED)  |  LANDSCAPING, INCLUDING DESIGN, FERTILIZING, PLANTING, ETC., NOT GROUNDS MAINTENANCE OR TREE TRIMMING SERVICES"
"EC FENCE & IRON WORKS, INC.","2941 FELTON ROAD","NORRISTOWN","PA","19401","GWENDOLYN SIMS","(14)846-791350","CYNDY@ECFENCE.NET","FENCING, ORNAMENTAL, MISC. METALS, GATES","FENCING  |  FENCING, ORNAMENTAL"
"SURETY BOND ASSOCIATES LLC","45 E. CITY AVENUE, # 493","BALA CYNWYD","PA","19004","ELLEN NEYLAN","(610)617-1052","ELLEN.NEYLAN@SURETYBONDASSOCIATES.COM","SURETY BOND ASSOCIATES IS A FULL SERVICE SURETY BOND AGENCY. OUR CONSULTING DIVISION PROVIDES SPECIALTY SURETY BOND SERVICES AND BONDING ASSISTANCE PROGRAMS TO SMALL, MINORITY, WOMEN AND VETERAN OWNED CONTRACTORS.","INSURANCE AND INSURANCE SERVICES, ALL TYPES  |  FIDELITY AND SURETY INSURANCE  |  INSURANCE AND INSURANCE SERVICES (NOT OTHERWISE CLASSIFIED)"
"SCOTLANDYARD SECURITY SERVICES INCORPORATED","2243 WEST ALLEGHENY AVE, 2ND FLOOR","PHILADELPHIA","PA","19132","OMAR  WILSON","(215)430-0400","OMAR.WILSON@SCOTLANDYARD-SECURITY.COM","WE PROVIDE MANNED AND REMOTE SECURITY GUARD SERVICES FOR GOVERNMENTS AND PRIVATE ORGANIZATIONS","SECURITY AND SAFETY CONSULTING  |  EDUCATIONAL AND TRAINING SERVICES  |  INVESTIGATION SERVICES  |  EMPLOYMENT AGENCY AND SEARCH FIRM SERVICE, INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT  |  LAW ENFORCEMENT SERVICES, INCLUDING PROCESS SERVER SERVICES  |  GUARD AND SECURITY SERVICES  |  SECURITY SERVICES, HAZARDOUS WASTE SITE"
"S & L ROOFING COMPANY INCORPORATED","5511 LANCASTER AVE","PHILADELPHIA","PA","19131","EARL LYNCH","(215)871-8100","SANDLROOFING@AOL.COM","PROVIDES RESIDENTIAL AND COMMERCIAL SERVICES IN THE PHILADELPHIA TRI-COUNTY AREA.","CHEMICALS AND SUPPLIES, DUPLICATING MACHINES  |  CORN  |  ROOFING MATERIALS AND SUPPLIES  |  ASPHALT, ROOFING  |  BOLTS, CLIPS, FASTENERS, ETC., FOR SHEET ROOFING  |  CAPS, ROOFING  |  COATINGS, ROOF, ALL KINDS  |  FELT, ROOFING, ROLLS  |  FLASHING, EAVE STRIPS, GRAVEL GUARDS, RIDGE ROLLS, VALLEYS, ETC., METAL  |  FLASHING, PLASTIC  |  INSULATION, ROOF, ALL KINDS  |  PAPER, ROOFING  |  SHINGLES, FIBERGLASS  |  SKYLIGHTS, ALL TYPES  |  WATERPROOFING MEMBRANE AND BASE SHEET"
"HOME TRIMWORK INC. (AKA) ISC INC","60 JAMES WAY , SUITE 100","SOUTHAMPTON","PA","18966","CHRISTINA YEAGER","(610)960-2099","CHRISTINA@YEAGERFINANCIAL.COM","ISC INC DOES RESIDENTIAL AND COMMERICIAL FINISH CARPENTRY AND PAINT WORK.","POTATOES"
"TRIJAY SYSTEMS, INC.","10 MAPLE AVE","LINE LEXINGTON","PA","18932","JULIE TOBIAS","(215)997-5833","JTOBIAS@TRIJAY.COM","TRIJAY SYSTEMS IS AN INSTRUMENTATION SYSTEM INTEGRATOR PROVIDING PROCESS CONTROL SYSTEMS AND RELATED SERVICES - PRIMARILY TO THE MUNICIPAL MARKET.","CONTROLLING, INDICATING, MEASURING, MONITORING, AND RECORDING INSTRUMENTS AND SUPPLIES"
"KELLY/MAIELLO INC (AKA) KELLY/MAIELLO INC.","1420 WALNUT STREET, 15TH FLOOR","PHILADELPHIA","PA","19102","KELSEY WHALEN","(215)546-0800","KWHALEN@KMARCHITECTS.COM","WE ARE A MINORITY OWNED, FULL SERVICE FIRM SPECIALIZING IN PUBLIC PROJECTS, HISTORIC RENOVATION AND RESTORATION, DENTAL SCHOOLS, EDUCATION, FOOD SERVICE, AND COMMERCIAL WORK.","ARCHITECTURAL SERVICES, PROFESSIONAL"
"TRI-STATE LIGHT & ENERGY INC","855 SUSSEX BLVD, LOWERT LEVEL","BROOMALL","PA","19008","TEJAS DESAI","(610)789-1900","TEJAS@TSLE.COM","TRI-STATE LIGHT & ENERGY TAKES A UNIQUE, SCIENTIFIC APPROACH TO FINDING THE DELICATE BALANCE BETWEEN ENERGY SAVINGS AND YOUR LIGHTING REQUIREMENTS TO OFFER THEIR CLIENTS OPTIMAL LIGHTING RESULTS AND COST SAVINGS.","PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  TREE AND ROOT CUTTERS AND STUMP GRINDERS, TRACTOR MOUNTED  |  ENERGY COMPUTERIZED CONTROL SYSTEMS:  HVAC, LIGHTING, UTILITIES, ETC. COMBINATION  |  HEATING, VENTILATING AND AIR CONDITIONING (HVAC)  |  ENERGY CONSERVATION CONSULTING  |  ENGINEERING SERVICES, PROFESSIONAL  |  ENERGY MANAGEMENT ENGINEERING  |  FACILITY ENERGY MANAGEMENT SYSTEMS MAINTENANCE AND REPAIR"
"POLATNICK ZACHARJASZ ARCHITECTS LLC (AKA) D/B/A PZS ARCHITECTS LLC","4141 STATION ST., SUITE 107B","PHILADELPHIA","PA","19127","MARIO ZACHARJASZ","(215)403-7218","MARIO@PZSARCHITECTS.COM","ARCHITECTURAL DESIGN, PLANNING, AND INTERIOR DESIGN","COUNTERS, ACRE  |  PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  AGRICULTURAL EQUIPMENT AND IMPLEMENT PARTS  |  ARCHITECTURAL SERVICES, PROFESSIONAL  |  C.I.P., ARCHITECTURAL AND ENGINEERING SERVICES"
"POMERANTZ ACQUISITION CORP. (AKA) A. POMERANTZ & CO","123 SOUTH BROAD STREET, SUITE 1260","PHILADELPHIA","PA","19109","JEAN  NORTH","(215)801-0522","NORTH@POMERANTZ.COM","A CERTIFIED STEELCASE DEALER AND A REPRESENTATIVE OF OVER 400 MANUFACTURERS, POMERANTZ OFFERS INTERIOR PRODUCTS AND SOLUTIONS FOR MULTIPLE INDUSTRIES, INCLUDING COMMERCIAL, HEALTHCARE, EDUCATION AND GOVERNMENT LOCATIONS.","ADDRESSING MACHINE SUPPLIES, METAL AND PLASTIC PLATE TYPE  |  FANS, INDUSTRIAL TYPES: ATTIC, EXHAUST, FORCED DRAFT, ETC., INCLUDING FAN BLADES AND FAN PARTS  |  HEATERS, ELECTRIC, PORTABLE, INCLUDING PARTS AND ACCESSORIES  |  ANTIQUES  |  COLLECTIBLES, MUSEUM PIECES, ETC., (NOT OTHERWISE CLASSIFIED)  |  ELECTRICAL CABLE AND WIRE, NOT ELECTRONIC  |  ELECTRICAL EQUIPMENT AND SUPPLIES, EXCEPT CABLE AND WIRE  |  ARRESTERS, LIGHTNING  |  BALLASTS, ALL KINDS  |  CIRCUIT BREAKERS, LOAD CENTERS, BOXES, AND PANEL BOARDS  |  CONDUIT AND FITTINGS, EMT (ELECTRICAL METALLIC, TUBING)  |  CONDUIT AND FITTINGS, IMC (INTERMEDIATE METALLIC CONDUIT)  |  CONDUIT AND FITTINGS, RIGID  |  CONDUIT AND FITTINGS, LIQUIDTIGHT  |  CONDUIT AND FITTINGS, FLEXIBLE METAL CONDUIT  |  CONDUIT AND FITTINGS, NOT OTHERWISE CLASSIFIED  |  CONDUIT FITTINGS, STEEL: BOXES, BUSHINGS, CLAMPS, CONNECTORS, COVERS, LOCKNUTS, STRAPS, ETC.  |  CONDUIT AND FITTINGS, BRASS, BRONZE, AND COPPER  |  CONTROL DEVICES, LIGHTING, INCLUDING PHOTOCELLS, MULTIPLE RELAYS, LIGHTING CONTACTORS  |  FUSES, FUSE BLOCKS AND HOLDERS, LINKS, ETC.  |  GENERATORS, PORTABLE, ENGINE DRIVEN, INCLUDING FOG AND MIST TYPES  |  GENERATORS, STATIONARY TYPE, NOT AUTOMOTIVE  |  INSULATION MATERIALS AND INSULATORS: COMPOUNDS, VARNISH, ETC.  |  LAMPS, DESK, FLOOR, TABLE, DECORATIVE, HOUSEHOLD  |  LAMPS, FLUORESCENT, INCANDESCENT, MERCURY VAPOR, QUARTZ, SODIUM VAPOR. LED AND COMPACT (CFL)  |  LENS AND REFLECTORS, REPLACEMENT, INCLUDING HOLDERS  |  LIGHTING FIXTURES, INDOOR: ALL KINDS AND PARTS, INCLUDING LAMP HOLDERS AND RECYCLED TYPES  |  LIGHTING FIXTURES, OUTDOOR: FLOODLIGHTS, SPOTLIGHTS, YARD LIGHTS, AND ALL OTHER WEATHERPROOF FIXTURES, EXCEPT STREETLIGHTS, INCLUDING RECYCLED TYPES  |  LIGHTING UNITS, EMERGENCY, BATTERY OPERATED; AND BATTERIES  |  MOTOR CONTROLLERS, CONTACTORS, PUSH BUTTON STATIONS, RELAYS, SAFETY SWITCHES, STARTERS, COILS AND BRUSHES  |  POLE LINE HARDWARE: ANCHORS, ARMS, BOLTS, BRACES, BRACKETS, CLEVISES, CONNECTIONS, CUTOUTS, INSULATORS, PLATES, POLE STEPS, RACKS, RODS, SHACKLES, STRAPS, THIMBLES, WASHERS, ETC. (SEE 765-95 FOR WIRE ROPE ACCESSORIES)  |  STRUCTURAL SUPPORTS AND RACKS, MECHANICAL TYPE: ANGLES, BRACES, BRACKETS, CHANNELS, CLIPS, FITTINGS, SPRING-NUTS, ETC.  |  TRANSFORMERS, TRANSMISSION LINE TYPE  (INACTIVE, PLEASE SEE COMMODITY CODE 285-86 EFFECTIVE JANUARY 1, 2016)  |  TRANSFORMERS, DRY TYPE, FOR INDOOR OR OUTDOOR APPLICATIONS  (INACTIVE, PLEASE SEE COMMODITY CODE 285-86 EFFECTIVE JANUARY 1, 2016)  |  WIRE MOLDING, RACEWAYS, ACCESSORIES, AND FITTINGS  |  WIRING DEVICES: ADAPTERS, CAPS, CONNECTORS, EXTENSION CORDS, FLUORESCENT AND HP STARTERS, OUTLETS, PLATES AND COVERS, PLUGS, RECEPTACLES, SAFETY CORD LOCK, SWITCHES, TERMINALS, ETC.(INCL. RECYCLED ELECTRICAL PRODUCTS, SUPPLIES)  |  UNINTERRUPTIBLE POWER SUPPLIES (INACTIVE, PLEASE SEE COMMODITY CODE 207-67 EFFECTIVE JANUARY 1, 2016)  |  FLOOR COVERING, FLOOR COVERING INSTALLATION AND REMOVAL EQUIPMENT, AND SUPPLIES  |  ADHESIVE, CEMENT AND MASTIC  |  BASE, RESILIENT, COVE AND STRAIGHT  |  CARPETS AND RUGS: COTTON, SYNTHETIC, WOOL, ETC.  |  CARPET AND RUG MILLS (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  DUCKBOARDS AND BOARDWALKS  |  FELT AND PAPER  |  FLOOR COVERING, SEAMLESS, ALL TYPES  |  HARDWOOD FLOORING  |  INSTALLATION SUPPLIES: ADHESIVE EDGE STRIP, SEAM TAPE, TACK STRIPS, ETC.  |  LINOLEUM  |  NONSLIP FLOOR COVERINGS: MATS, ROLLS, STRIPS, ETC.  |  PADDING AND CUSHIONING, CARPET  |  RECYCLED FLOOR COVERING PRODUCTS  |  RUGS, CUT AND BOUND SIZES: COTTON, SYNTHETIC, WOOL, ETC.  |  RUNNERS, CARPET AND FABRIC  |  RUNNERS, RUBBER AND SYNTHETIC  |  SHEET VINYL, CUSHIONED  |  SHEET VINYL, NON-CUSHIONED  |  STAIR TREADS, METAL, RUBBER AND VINYL  |  STAIR TREADS, RUBBER  (INACTIVE, PLEASE SEE COMMODITY CODE 360-65 EFFECTIVE JANUARY 1, 2016)  |  STAIR TREADS, VINYL (INACTIVE, PLEASE SEE COMMODITY CODE 360-65 EFFECTIVE JANUARY 1, 2016)  |  STEEL FLOORING  |  STEEL MATS, FLEXIBLE  |  TILE, ASPHALT  |  TILE, CARPET  |  TILE, COMPOSITION ASBESTOS-VINYL  |  TILE, COPING DOUBLE SLANT  |  TILE, CORK  |  TILE, PARQUET  |  TILE, RUBBER  |  TILE, VINYL  |  TOOLS AND EQUIPMENT, FLOOR INSTALLATION  |  FURNITURE: LABORATORY  |  CABINETS, STORAGE, FLOOR AND WALL  |  CASES: LABORATORY, SPECIMEN STORAGE, ETC.  |  CASEWORK, METAL  |  CASEWORK, WOOD  |  FURNITURE, LABORATORY, CUSTOM MADE  |  SERVICE FIXTURES: COCKS, CONNECTORS, SINK TRAPS, VALVES, ETC.  |  SINKS, LABORATORY TYPE  |  STOOLS, LABORATORY  |  TABLES, LABORATORY TYPE  |  FURNITURE: CAFETERIA, CHAPEL, COURTROOM, DORMITORY, HOUSEHOLD, LIBRARY, LOUNGE, SCHOOL  |  AUDITORIUM, STADIUM, TEAM SEATING FURNITURE AND BLEACHERS  |  CAFETERIA FURNITURE: CHAIRS AND TABLES, INCLUDING STACKING TYPES  |  CAFETERIA FURNITURE, BOOTHS  |  COUNTERS, SALES AND STORE  |  DORMITORY FURNITURE, METAL: WARDROBES, BEDS, BUNKBEDS, DESKS, ETC.  |  DORMITORY FURNITURE, PLASTIC: WARDROBES, BEDS, BUNKBEDS, DESKS, ETC.  |  DORMITORY FURNITURE, WOOD: WARDROBES, BEDS, BUNKBEDS, DESKS, ETC.  |  FOLDING CHAIRS, TABLES, AND CHAIR TRUCKS, METAL  |  FOLDING CHAIRS AND TABLES, WOOD  |  HOUSEHOLD FURNITURE, GENERAL LINE  |  LIBRARY SHELVING, METAL  |  LIBRARY SHELVING, WOOD  |  LIBRARY FURNITURE: BOOK TRUCKS, CARD CABINETS, CARRELS, CHAIRS, CURB-SIDE BOOK RETURNS, DICTIONARY STANDS, STEP STOOLS, TABLES, ETC.  |  LOUNGE FURNITURE, UPHOLSTERED  |  LOUNGE FURNITURE, STEEL, INDOOR  |  LOUNGE FURNITURE, STEEL, OUTDOOR  |  LOUNGE FURNITURE, INDOOR: FIBERGLASS, PLASTIC, ETC., INCLUDING STACKING TYPES  |  LOUNGE FURNITURE, OUTDOOR: FIBERGLASS, PLASTIC, ALUMINUM, ETC., INCLUDING STACKING TYPES  |  LOUNGE FURNITURE, INDOOR, WOOD  |  LOUNGE FURNITURE, OUTDOOR, WOOD, INCLUDING OUTDOOR HOUSEHOLD SWINGS  |  MAILROOM FURNITURE: BINS, BOXES, CARTS, CONSOLES, INCLUDING WRAPPING CONSOLES, MAIL SYSTEMS, SORTERS, TABLES, ETC.  |  MATTRESSES AND BEDSPRINGS, INCLUDING FILLERS, (SEE CLASS 410 FOR HOSPITAL TYPE)  |  MIRRORS, GLASS, NOT AUTO, BARBER, SAFETY, SECURITY, OR TELESCOPE, INCLUDING PARTS AND ACCESSORIES  |  MIRRORS, SAFETY AND SECURITY, NON-GLASS, FLAT TYPE (FOR PRISON OR HIGH RISK AREAS) (INCLUDING PARTS AND ACCESSORIES)  |  MIRRORS, SAFETY AND SECURITY, FOR BLIND CORNERS IN HALLWAYS, ETC.: PARABOLIC, CONVEX, HEMISPHERICAL, ETC., INCLUDING PARTS AND ACCESSORIES  |  SHOWCASE, TROPHY CASES AND EXHIBIT CASES  |  FURNITURE: OFFICE  |  BOOKCASES AND BOOKSHELVES, METAL AND WOOD  |  CHAIRS, METAL  |  CHAIRS, WOOD  |  COSTUMERS AND RACKS: CLOTHES, COAT, HAT, ETC.  |  CREDENZA UNIT, METAL  |  DATA PROCESSING OFFICE FURNITURE, WOOD, (SEE ITEM 87 FOR NOT STORAGE CABINETS)  |  DESKS AND TABLES, METAL  |  DESKS AND TABLES, WOOD  |  FILING CABINETS, METAL: CARD, JUMBO, LATERAL, LEGAL, AND LETTER  |  FILING CABINETS, WOOD: CARD, LATERAL, LEGAL, AND LETTER  |  FILING SYSTEMS, MOBILE, HIGH DENSITY, ELECTRICAL AND MECHANICAL  |  FLOORS, RAISED ACCESS TYPE, FOR DATA PROCESSING EQUIPMENT  |  LOCKERS, STORAGE: COATS, HATS AND BAGGAGE (INCLUDES FOOT LOCKER TYPE)  |  PARTITIONS, FREE STANDING, ALL TYPES, CUSTOM AND STOCK SIZES  |  SAFE FILES (INACTIVE, PLEASE SEE COMMODITY CODE 425-74 EFFECTIVE JANUARY 1, 2016)  |  SAFES, SAFE FILES, VAULTS, AND NIGHT DEPOSITORY BOXES, INCLUDING PARTS AND ACCESSORIES  |  SHELVING, METAL, NOT LIBRARY OR SHOP  |  STANDS, OFFICE EQUIPMENT AND MACHINES  |  STORAGE CABINETS, METAL  |  FILING SYSTEMS, VISUAL  |  WORK STATIONS, MODULAR, SYSTEMS FURNITURE  |  BATTERIES, DRY CELL, EXCEPT COMMUNICATIONS RADIO AND ELECTRONIC  |  BAND AND CHORAL RISERS  |  BAND ROOM EQUIPMENT: MUSIC CABINETS, STANDS, ETC.  |  ADDRESSING MACHINES, EMBOSSED PLATE TYPE AND EMBOSSING AND IMPRINTING MACHINES, AND ACCESSORIES (SEE CLASS 015 FOR SUPPLIES)  |  LETTER EXTRACTION AND INSERTION MACHINES, MAILROOM  |  MAILING, PACKAGING, AND SHIPPING MACHINES, INCLUDING PACKAGING MATERIAL DISPENSING MACHINES  |  POSTAL SCALES, CONVENTIONAL  |  POSTAL SCALES, ELECTRONIC, COMPUTING  |  CARRELS, AUDIO-VISUAL  |  DISPLAY CABINETS, CASES, FILES, RACKS, STANDS, ETC.  |  STUDIO EQUIPMENT: FURNISHINGS, RECORD AND TAPE STORAGE CABINETS, TABLES, ETC.  |  FURNITURE, NOT OFFICE, MAINTENANCE AND REPAIR INCLUDING REFINISHING AND REUPHOLSTERING  |  FURNITURE, OFFICE, MAINTENANCE AND REPAIR, INCLUDING REFINISHING AND REUPHOLSTERING  |  ELECTRICAL EQUIPMENT, EXCEPT CABLE AND WIRES, AND LIGHTING FIXTURES MAINTENANCE AND REPAIR  |  FURNITURE, NOT OFFICE, RENTAL OR LEASE"
"NESMITH & COMPANY INC","419 TITAN STREET","PHILADELPHIA","PA","19147","EDWARD NESMITH","(215)755-4570","KAREN@NESMITHCOMPANY.COM","CONSTRUCTION","ELECTRICAL CABLE AND WIRE, NOT ELECTRONIC  |  ADMINISTRATION OF CONTRACTS: SUMMARY OF WORK, QUALITY CONTROL, PROJECT CLOSEOUT, ETC.  |  BUILDING CONSTRUCTION, RESIDENTIAL, APARTMENTS, ETC.  |  BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  CARPENTRY  |  PAINTING AND WALLPAPERING"
"MILLIGAN & COMPANY LLC","105 NORTH 22ND STREET","PHILADELPHIA","PA","19103","JOHN MILLIGAN","(267)546-5195","MKEENEY@MILLIGANCPA.COM","ACCOUNTING, CONSULTING, AND TAX SERVICES","ACCOUNTING/FINANCIAL: BOOKKEEPING, BILLING AND INVOICING, BUDGETING, PAYROLL, TAXES, ETC., MICROCOMPUTER  |  ACCOUNTING/FINANCIAL: BOOKKEEPING, BILLING AND INVOICING, BUDGETING, PAYROLL, TAXES, ETC., MAINFRAMES AND SERVERS  |  CONSULTING SERVICES  |  ACCOUNTING, AUDITING, BUDGET CONSULTING  |  BUSINESS CONSULTING, SMALL  (INACTIVE, PLEASE SEE COMMODITY CODE 918-21 EFFECTIVE JANUARY 1, 2016)  |  BUSINESS CONSULTING  |  DISADVANTAGED BUSINESS ENTERPRISE (DBE) OR HISTORICALLY UNDERUTILIZED BUSINESS (HUB) CONSULTING INCLUDING TECHNICAL ASSISTANCE  |  FINANCE AND ECONOMICS CONSULTING  |  GOVERNMENTAL CONSULTING  |  MANAGEMENT CONSULTING  |  MINORITY, WOMEN, VETERAN AND SMALL BUSINESS CONSULTING  |  QUALITY ASSURANCE AND CONTROL CONSULTING  |  URBAN PLANNING CONSULTING  |  TRANSPORTATION CONSULTING  |  CERTIFIED PUBLIC ACCOUNTANT (CPA) SERVICES  |  TAX SERVICES, INCLUDING TAX PREPARATION, ADVISORY SERVICES, ETC."
"NAVARRO & WRIGHT CONSULTING ENGINEERS INCORPORATED","151 RENO AVE","NEW CUMBERLAND","PA","17070","KIMBERLY GIBNEY","(717)979-1005","KGIBNEY@NAVARROWRIGHT.COM","(N&W) IS A MULTI-DISCIPLINED
CIVIL ENGINEERING FIRM, FORMED IN 1996, SERVICING PUBLIC, PRIVATE AND INSTITUTIONAL
CLIENTS THROUGHOUT THE MID-ATLANTIC REGION.","FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  HISTORICAL PRESERVATION  |  ENGINEERING CONSULTING  (INACTIVE, PLEASE SEE COMMODITY CODE 907-40 EFFECTIVE JANUARY 1, 2016)  |  ENGINEERING SERVICES, PROFESSIONAL  |  CIVIL ENGINEERING  |  DRAINAGE ENGINEERING  |  ENVIRONMENTAL ENGINEERING  |  GEOLOGICAL ENGINEERING  |  GEOTECHNICAL ENGINEERING  |  INSPECTING, GENERAL ENGINEERING  |  SANITARY ENGINEERING  |  WASTE WATER TREATMENT ENGINEERING  |  MAPPING AND GEOGRAPHICAL INFORMATION SYSTEMS (GIS) SERVICES, INCLUDING CARTOGRAPHY AND SURVEYING SERVICES, NOT AERIAL, (SEE 920-33 FOR DIGITIZED MAPPING SERVICES AND 905-10 FOR AERIAL MAPPING AND SURVEY SERVICES)"
"RODRIGUEZ CONSTRUCTION SERVICES LIMITED LIABILITY COMPANY (AKA) RODRIGUEZ CONSTRUCTION SERVICES LLC","2801 BRISTOL PIKE UNIT 1C","BENSALEM","PA","19020","RODRIGO RODRIGUEZ","(215)738-3883","RODRIGO@RCSMBE.COM","BUILDING MATERIALS SUPPLIER.
ESTIMATING AND PROJECT MANAGEMENT CONSULTING SERVICES.
PERFORMED MASONRY WORK ON PROJECTS YET SUSPENDED THIS PART OF THE BUSINESS AT THE END OF FEBRUARY 2022.","BUILDER'S SUPPLIES  |  FASTENERS: BOLTS, NUTS, PINS, RIVETS, SCREWS, ETC., INCLUDING PACKAGING, STRAPPING AND TYING EQUIPMENT AND SUPPLIES  |  ROOFING MATERIALS AND SUPPLIES  |  CONSULTING SERVICES"
"LSN CM&E LIMITED LIABILITY COMPANY (AKA) LSN CONTRACTORS & CONSTRUCTION MANAGERS","400 STENTON AVE, , SUITE 110","PLYMOUTH MEETING","PA","19462","RANDY WASHINGTON","(610)994-2145","LSNRANDY@GMAIL.COM","LSN PROVIDES GENERAL CONSTRUCTION AND CONSTRUCTION MANAGEMENT SERVICES FOR COMMERCIAL RENOVATIONS.  WE SPECIALIZE IN HIGHER EDUCATION FACILITIES, HOTELS AND CASINOS AND OFFICE RENOVATIONS.","BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES  |  ATHLETIC FACILITY CONSTRUCTION  |  BUILDING CONSTRUCTION, INDUSTRIAL, WAREHOUSE, ETC.  |  BUILDING CONSTRUCTION, NON-RESIDENTIAL, OFFICE BLDG., ETC.  |  BUILDING CONSTRUCTION, RESIDENTIAL, APARTMENTS, ETC.  |  BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL  |  BUILDING CONSTRUCTION, PREFABRICATED, ALL TYPES  |  BUILDING CONSTRUCTION, EDUCATIONAL  |  BUILDING CONSTRUCTION, RELIGIOUS  |  CONSTRUCTION, FIRE PROTECTION: FIRE ESCAPES, FIRE AND SMOKE BARRIERS, FIRESTOPS  |  CONSTRUCTION, CURB AND GUTTER, INCLUDING MAINTENANCE, REPAIR, AND REMOVAL SERVICES  |  CONSTRUCTION, HIGHWAY AND ROAD  |  CONSTRUCTION, STREETS, MAJOR AND RESIDENTIAL, INCLUDING RECONSTRUCTION"
"AMERICAN ENGINEERS GROUP LIMITED LIABILITY COMPANY","5095 RITTER ROAD, SUITE 110","MECHANICSBURG","PA","17055","DANA DASHIELL","(717)920-7007","DDASHIELL@AEGROUP-LLC.COM","GEOTECHNICAL ENGINEERING, SURVEYING, ENVIRONMENTAL AND WATER RESOURCES SERVICES, CIVIL ENGINEERING, STRUCTURAL ENGINEERING, AND CONSTRUCTION INSPECTION.","FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  TRACTOR (FARM AND GARDEN) PARTS  |  ENGINEERING SERVICES, PROFESSIONAL  |  DAM ENGINEERING  |  DRAINAGE ENGINEERING  |  ENGINEERING SERVICES (NOT OTHERWISE CLASSIFIED)  |  GEOTECHNICAL ENGINEERING  |  INSPECTING, STRUCTURAL ENGINEERING  |  LAND DEVELOPMENT AND PLANNING ENGINEERING  |  MUNICIPAL ENGINEERING  |  GLOBAL POSITIONING SYSTEMS (GPS) SURVEYING SERVICES (INACTIVE, PLEASE SEE COMMODITY CODE 961-64 EFFECTIVE JANUARY 1, 2016)  |  MAPPING AND GEOGRAPHICAL INFORMATION SYSTEMS (GIS) SERVICES, INCLUDING CARTOGRAPHY AND SURVEYING SERVICES, NOT AERIAL, (SEE 920-33 FOR DIGITIZED MAPPING SERVICES AND 905-10 FOR AERIAL MAPPING AND SURVEY SERVICES)"
"RAW POWER ELECTRIC INC.","1433 THORNBERRY ROAD","WYNCOTE","PA","19095","RAMEE WILLIAMS","(267)716-9029","RAWPOWERELECTRIC215@GMAIL.COM","ELECTRICAL CONTRACTING COMPANY FOR RESIDENTIAL AND COMMERCIAL BUILDINGS. WE DO REHAB AND NEW CONSTRUCTION INCLUDING WIRING, PHONE/DATA, SERVICES, FIRE ALARMS, ETC.","CONSTRUCTION MATERIALS (NOT OTHERWISE CLASSIFIED)  |  ELECTRICAL CABLE AND WIRE, NOT ELECTRONIC"
"HUMAN EDGE RESOURCES LLC","173 COLONIAL DRIVE","NEWTOWN","PA","18940","ELEANOR LYONS","(267)566-0370","ELYONS@HUMANEDGERESOURCES.COM","ORGANIZATION AND LEADERSHIP DEVELOPMENT CONSULTING AND FACILITATION; EXECUTIVE COACHING","CONSULTING SERVICES  |  EDUCATION AND TRAINING CONSULTING  |  HUMAN RESOURCES, RELATIONS CONSULTING  |  MANAGEMENT CONSULTING  |  ORGANIZATIONAL DEVELOPMENT CONSULTING  |  COURSE DEVELOPMENT SERVICES, INSTRUCTIONAL AND TRAINING  |  INSTRUCTOR-LED, CLASSROOM TRAINING, NON-TECHNICAL  |  PARTNERING WORKSHOP FACILITATION SERVICES"
